51303237514,ffb,59,231
51303262405,bda,208,147
51303275497,gdg,136,99
51303277354,ega,69,178
51303318592,ecg,66,93
51303321965,feg,140,296
51303324219,adf,207,261
51303330037,bdd,268,28
51303340309,gfe,19,218
51303345752,cea,271,236
51303380989,fee,13,90
51303397341,fbg,100,26
51303407834,fed,204,236
51303502506,dcf,216,53
51303529755,gfg,233,140
51303533083,geb,124,33
51303587928,ggg,120,113
51303603403,ffg,31,57
51303616423,fgf,194,44
51303624744,bea,74,114
51303637084,dbg,121,118
51303645400,gae,137,186
51303695218,faf,164,15
51303696827,fca,247,98
51303702496,caf,146,160
51303713600,bbd,233,250
51303720855,bbb,266,96
51303721200,ecg,285,99
51303732456,fcf,24,143
51303736475,fce,113,110
51303757642,cag,100,7
51303765411,dcf,273,49
51303785370,ffd,26,244
51303785994,gba,1,61
51303824302,feg,75,331
51303826316,dgg,190,143
51303867204,dfg,34,43
51303868551,gga,82,218
51303869821,adf,32,310
51303894888,cba,17,217
51303934747,ebd,213,82
51303935233,eed,285,98
51303946281,dgc,132,133
51303990679,gga,167,226
51304000676,gef,152,136
51304005107,agb,77,222
51304005201,fde,40,70
51304022678,bcg,222,299
51304078122,acc,175,171
51304099235,aed,250,61
51304099435,gdg,254,116
51304110836,cag,68,7
51304118977,abe,281,20
51304128866,aab,221,233
51304131085,dca,255,171
51304149808,afd,49,175
51304150678,dde,298,51
51304164237,aab,214,253
51304219284,cfg,22,49
51304244382,bgd,117,175
51304249456,adg,129,221
51304303681,fac,196,116
51304324903,ged,270,93
51304391966,fbc,5,115
51304443290,afg,101,113
51304462878,fge,60,106
51304469055,fca,269,83
51304470999,bff,123,91
51304489578,agd,19,145
51304522870,fab,213,172
51304551205,bgc,225,288
51304552555,abb,220,202
51304574022,efg,228,50
51304577091,feb,216,127
51304583162,gbc,286,33
51304605085,ead,64,81
51304612354,adc,24,104
51304637441,bfc,43,91
51304653973,gcg,217,221
51304671892,bfb,173,5
51304682658,bdc,177,224
51304684555,adg,6,176
51304687538,efb,238,34
51304741915,ddb,68,258
51304792078,ceg,76,222
51304794401,fff,265,162
51304804794,aaf,104,279
51304835129,ecc,43,60
51304842759,bcc,225,23
51304864886,fba,75,136
51304868013,ada,161,328
51304899082,bcf,43,94
51304921784,bgg,97,102
51304942629,feb,100,147
51304992057,dfa,95,128
51304998559,dcd,256,240
51305018438,egc,275,214
51305023656,fed,52,273
51305032125,afa,171,98
51305033642,afc,27,244
51305055309,beb,126,103
51305080092,gcb,218,29
51305114721,eef,5,49
51305127478,bfg,39,203
51305142929,afe,81,101
51305242759,cfa,94,35
51305261548,fcd,96,154
51305265677,cef,142,14
51305266961,fgg,132,132
51305271344,dee,180,48
51305280272,dgb,298,284
51305281550,gfd,59,144
51305289018,abc,170,294
51305368448,cba,125,188
51305373684,dge,289,203
51305394265,fgf,27,38
51305420179,dae,157,50
51305439073,fff,234,178
51305447454,agc,260,107
51305453217,agd,186,171
51305459482,fbd,233,17
51305463808,ffa,53,247
51305496626,bcc,75,20
51305516793,bfc,203,75
51305541862,cgc,230,271
51305552648,fcg,298,120
51305572375,cdg,3,299
51305588767,ecg,220,86
51305600809,eae,275,88
51305603107,fef,196,333
51305658345,gdb,126,223
51305659926,caf,184,184
51305667711,fec,94,270
51305680077,gce,238,186
51305683281,efc,121,136
51305684952,gcf,187,247
51305693355,gff,181,214
51305713722,dgc,196,107
51305724266,gbf,241,218
51305744297,cfe,198,177
51305766568,cgb,202,18
51305775249,cbf,249,7
51305779216,geg,85,183
51305808879,ddg,63,137
51305809598,cbf,186,7
51305813761,cbb,251,297
51305815805,efd,203,197
51305817398,edb,34,288
51305825607,dcf,131,43
51305834737,cea,146,212
51305839976,dbd,89,85
51305854857,fbe,249,46
51305855076,dfd,249,201
51305864744,acb,93,294
51305874898,ddf,193,229
51305924321,ecg,252,71
51305929185,gab,62,81
51305948998,adg,119,154
51305952012,adc,63,116
51305969353,egb,157,290
51305994594,ebe,241,55
51305997563,cga,271,190
51306001600,ffa,177,281
51306002433,dad,159,290
51306004704,cac,35,237
51306014467,bfb,154,5
51306020761,gad,242,291
51306044263,bfb,219,5
51306047674,ffd,245,258
51306059307,dec,75,189
51306060493,gad,205,238
51306068185,gec,269,6
51306069292,ebg,286,131
51306081300,daa,126,247
51306102215,dbc,42,188
51306115550,cbc,14,217
51306125984,agg,57,178
51306139647,bef,70,143
51306142912,ccc,213,215
51306164171,dec,65,156
51306181305,fcd,192,152
51306187943,ced,259,87
51306319974,afd,87,166
51306331489,gaf,212,7
51306351237,cca,271,82
51306357421,geg,247,201
51306393890,dee,225,50
51306429176,cga,299,178
51306454488,cbd,109,12
51306464762,aag,121,298
51306488486,edf,283,26
51306518543,cbg,15,272
51306520391,afc,296,258
51306540181,gfb,16,137
51306573633,bdf,238,47
51306621189,dcg,221,99
51306633014,cgd,131,142
51306644982,gcf,181,234
51306651292,fba,25,153
51306651899,gbe,121,13
51306658594,dfe,190,224
51306664146,beg,130,7
51306671324,ecf,220,144
51306675286,cdf,165,59
51306680840,fag,220,24
51306682329,ebc,159,82
51306708523,cga,96,174
51306733752,dbc,34,159
51306743378,bab,88,138
51306770224,ege,94,193
51306773954,dce,1,336
51306776615,eab,72,212
51306787606,bbb,38,81
51306797138,bfe,34,289
51306805234,edg,16,188
51306918039,gdb,91,256
51306946985,gaf,38,7
51307011465,dfa,164,102
51307013257,eda,16,236
51307022213,deg,202,129
51307030392,ade,103,262
51307054921,fdd,298,101
51307063675,eca,122,141
51307072199,cab,155,48
51307096597,eaa,255,257
51307104343,dbb,174,101
51307109305,cec,152,213
51307118368,bgg,142,109
51307118817,fgd,135,159
51307149889,gbe,79,12
51307159394,bgb,166,293
51307160372,daf,235,264
51307160949,cde,128,181
51307165676,afb,85,48
51307170055,dba,134,162
51307192508,bdf,47,48
51307215343,gge,79,133
51307229449,dee,27,48
51307231350,ede,85,169
51307252141,cgf,218,237
51307252250,gca,132,184
51307265235,dbg,211,138
51307272727,gbg,225,94
51307277074,bgf,98,78
51307279250,ada,68,308
51307279327,dfc,200,31
51307335052,cge,205,50
51307335984,fcc,237,143
51307340903,ecb,117,293
51307353302,eee,234,154
51307366342,ddc,140,223
51307386187,acg,219,200
51307400264,dgd,9,264
51307421039,ffe,69,27
51307422503,fdg,274,94
51307429111,bge,150,64
51307431778,gcc,38,219
51307456610,fdc,74,5
51307456761,dbe,236,257
51307467999,gbe,84,12
51307469448,egf,195,246
51307475826,cda,197,31
51307505205,gfd,74,118
51307506783,cff,170,295
51307524859,dcb,1,61
51307546809,ccg,21,296
51307547795,eca,138,160
51307551969,aae,120,120
51307556062,cad,168,232
51307558879,agb,295,204
51307574075,bff,204,89
51307599354,ebe,127,53
51307602788,bgd,101,189
51307603290,aba,223,141
51307606720,dfb,102,256
51307641864,ggd,79,213
51307664291,eba,236,254
51307676338,bdg,19,124
51307682276,edg,149,165
51307694734,dgd,52,274
51307697260,gbb,222,191
51307707206,cbd,269,11
51307713521,dba,173,140
51307760395,ebg,200,136
51307786303,eag,203,238
51307810345,faf,155,16
51307812770,ddd,48,177
51307819030,ffe,66,31
51307829049,ggc,189,203
51307839703,aeb,268,170
51307841814,feg,114,291
51307859902,dgg,197,157
51307870955,gac,120,253
51307890907,ffc,217,141
51307896104,aga,149,122
51307906746,daf,134,211
51307919411,gab,50,80
51307942606,efb,239,38
51307958050,bec,127,186
51307968620,fab,270,180
51307973226,ead,62,64
51307983190,ggd,212,215
51307999873,bdb,280,224
51308015377,def,119,158
51308029531,ebb,22,42
51308034044,gcg,165,223
51308037365,baa,184,298
51308062474,cbe,296,265
51308072079,bde,51,15
51308074401,bca,278,62
51308102508,efb,121,37
51308113201,gdg,146,103
51308113446,aad,210,145
51308134619,ddg,115,152
51308135277,cdb,32,109
51308137456,bce,189,288
51308143312,gec,288,5
51308152420,dae,215,56
51308160637,afc,165,291
51308183261,bdc,119,248
51308185390,cfc,102,217
51308197106,fad,230,23
51308200859,cdf,247,59
51308208592,bfg,25,241
51308210604,eeb,37,211
51308210967,edg,30,140
51308218033,cfa,224,28
51308225918,bbe,70,127
51308232733,bfd,221,201
51308246561,fce,294,97
51308248079,fgf,129,37
51308272358,cfd,297,63
51308278567,fba,85,146
51308282146,bee,214,146
51308311688,ebc,265,77
51308319304,add,71,274
51308335058,bed,90,161
51308357932,ece,255,87
51308366337,beg,292,8
51308381918,edd,109,55
51308387664,ggf,195,211
51308394633,gfa,219,15
51308413510,bba,38,112
51308440463,bee,10,119
51308452097,gga,110,268
51308462099,abd,221,288
51308484766,eaf,259,44
51308487326,ebg,206,146
51308489516,cef,197,14
51308489606,baf,124,98
51308493801,edg,92,165
51308494417,cgg,295,268
51308503718,abf,278,265
51308514826,aec,102,5
51308516311,ace,253,51
51308526165,fcc,141,143
51308531319,ded,19,35
51308533099,egd,222,134
51308546151,fce,99,82
51308551304,bad,173,160
51308587217,bbb,204,78
51308636432,dgf,115,269
51308695937,agc,166,87
51308707084,dbg,164,110
51308711076,eff,3,176
51308712118,ccf,64,152
51308732398,cde,34,191
51308740700,ddf,51,185
51308740830,dab,248,18
51308742779,egg,287,132
51308743213,edc,157,245
51308746785,bcc,232,22
51308750991,cff,38,241
51308753613,dab,144,15
51308762261,deg,137,135
51308787836,ece,202,100
51308803259,ffb,221,184
51308806424,ega,271,210
51308826621,afd,224,134
51308847660,cga,206,205
51308852227,efa,173,31
51308852967,agb,299,173
51308857992,add,141,320
51308860953,cgf,90,244
51308869392,bac,132,260
51308869930,aca,124,40
51308870559,gde,85,198
51308871999,fae,173,70
51308884021,ege,86,229
51308885870,bbc,35,41
51308889888,bae,268,98
51308894152,fea,162,10
51308901477,dac,17,152
51308911666,gfc,196,190
51308912006,cbf,8,7
51308913955,gbc,185,34
51308919343,fgf,87,43
51308934265,aaf,283,320
51308941177,fff,50,160
51308960149,cge,184,44
51308970435,cfd,110,64
51308975483,fgg,25,126
51308982447,cdc,159,134
51308986774,aef,191,188
51308995417,fdg,296,104
51308999361,ffd,155,255
51309006353,eab,283,178
51309025279,gaa,291,288
51309026883,gdd,221,162
51309040266,dfe,44,221
51309041350,ffe,252,33
51309047061,feb,61,135
51309051910,faa,187,215
51309063347,bga,114,303
51309067828,eea,275,132
51309069979,gca,46,184
51309080873,ffg,5,57
51309100467,cab,284,47
51309109110,agf,124,24
51309118062,fdf,210,22
51309133720,fae,77,67
51309136953,age,30,139
51309165238,aaa,266,95
51309167212,dda,208,9
51309181082,dff,25,74
51309190650,cfb,162,257
51309219974,ega,92,172
51309250018,fcb,124,237
51309269288,edb,52,316
51309283120,fae,90,55
51309284132,ebd,153,97
51309287472,gaa,231,331
51309288819,bbd,79,202
51309292452,aef,187,216
51309299226,gdb,78,281
51309301995,fga,163,112
51309321456,eeg,51,292
51309354100,fbf,84,247
51309368825,daa,247,219
51309387931,bgb,241,342
51309392790,fab,222,149
51309395373,gcd,118,83
51309411998,aea,144,210
51309427667,eeb,34,229
51309444081,cgc,21,287
51309464407,deb,273,175
51309471539,ccd,279,46
51309474628,dae,50,49
51309484311,dae,105,52
51309488054,dag,245,165
51309491546,bfa,259,264
51309521538,agf,161,24
51309531534,aac,117,233
51309535712,eec,93,107
51309538459,gag,200,14
51309540950,fea,269,10
51309559190,ceb,278,215
51309571499,cbe,82,217
51309601921,ecd,188,106
51309610673,gea,44,86
51309632630,bbg,171,93
51309647621,gdf,165,82
51309651924,adb,102,106
51309655543,dce,119,292
51309666063,aee,47,187
51309669876,ffe,288,29
51309672899,eac,70,146
51309704357,aeg,68,284
51309732008,fda,6,85
51309735666,bag,38,122
51309758137,eda,273,266
51309767379,dbf,1,127
51309774171,ged,76,75
51309789848,aga,175,103
51309792064,geb,151,29
51309792293,bgf,1,70
51309795319,fge,95,125
51309802215,cff,150,200
51309803406,efc,93,160
51309828170,fbb,47,149
51309845842,cdd,268,117
51309868961,ecf,45,129
51309894695,ffd,289,209
51309896965,cce,83,268
51309917072,fdb,25,94
51309918641,gbb,92,164
51309919979,cab,191,50
51309936990,cbg,149,291
51309943517,bgg,275,107
51309971401,aag,152,342
51309992552,gda,42,111
51309995144,bcd,82,177
51309995519,abd,179,259
51310012693,cgf,2,248
51310096788,acd,206,171
51310100226,dgb,9,269
51310106979,fcg,280,114
51310109480,fcg,258,131
51310121364,fgc,284,223
51310123726,caa,124,290
51310180978,dea,153,113
51310185584,gbd,154,290
51310247512,fcg,245,134
51310249722,cae,66,342
51310272060,ccb,34,158
51310332879,bge,205,58
51310336818,fcc,126,124
51310346703,cfe,10,187
51310365061,cfg,135,42
51310370802,ddb,3,232
51310386689,ceb,45,255
51310395209,bbf,137,229
51310404200,cee,172,182
51310408345,eaa,23,305
51310425190,ccf,185,126
51310429657,fge,189,121
51310432781,add,187,339
51310450218,ebb,157,44
51310461570,bgb,58,277
51310475174,bcc,128,22
51310488589,fgb,262,26
51310515657,dcc,25,105
51310556709,afa,7,105
51310580451,dcd,47,244
51310593049,gcg,168,182
51310631129,eba,262,231
51310645089,eed,129,115
51310653299,efg,226,59
51310665457,cbe,137,208
51310696629,dfc,89,33
51310699635,gef,102,126
51310705348,aff,48,78
51310719843,fed,256,245
51310756331,gfa,131,14
51310767661,acc,29,179
51310794769,abg,99,248
51310798904,ecf,1,134
51310809784,gee,192,286
51310817768,bda,221,144
51310829082,efb,43,30
51310838720,dbb,109,108
51310846104,bcb,73,83
51310851824,eea,61,151
51310853704,ede,287,177
51310871477,gfg,1,148
51310874610,fce,184,78
51310885709,bbb,261,81
51310932501,cfa,146,28
51310953619,gaf,1,5
51310975681,fcd,144,165
51310999930,dec,264,165
51311009651,bfb,255,5
51311027563,gab,72,64
51311054118,eag,213,192
51311078546,efd,135,204
51311115367,acf,189,272
51311136362,cbb,38,353
51311139487,bdg,31,109
51311141197,ebc,118,74
51311145807,aed,183,48
51311167995,aeb,117,154
51311174587,eca,56,188
51311177357,adc,127,135
51311199119,feg,95,305
51311206207,fda,9,79
51311246482,adb,163,125
51311253470,ggb,121,39
51311274121,bbc,249,46
51311279655,dga,101,161
51311303287,bdf,6,41
51311310625,dcd,123,224
51311316650,aag,11,406
51311333747,fee,288,78
51311335870,fdd,102,84
51311368940,fce,112,84
51311397177,dcf,9,35
51311475023,dcb,96,56
51311490217,abb,218,210
51311492633,gdc,139,21
51311548977,efe,265,224
51311592781,gfe,243,202
51311610440,dde,91,47
51311650438,caf,4,207
51311661753,aec,13,5
51311680165,ggd,21,219
51311699658,aab,117,263
51311702789,fbc,260,125
51311703096,ebf,16,280
51311751929,abc,259,314
51311754510,gef,93,141
51311766559,ecc,253,66
51311769188,fec,210,216
51311780378,bcc,11,19
51311786020,efg,28,47
51311786768,adg,14,140
51311787046,fdg,51,90
51311794569,daf,49,185
51311844416,bcb,149,78
51311865857,ccc,183,221
51311895192,gff,201,252
51311897372,egb,168,278
51311898886,ead,58,53
51311904810,ggg,90,114
51311913052,ffa,208,286
51311966363,efd,46,210
51311972438,feg,198,362
51311994277,bdd,168,32
51312005058,cbf,50,6
51312026726,dcg,206,103
51312037109,bgd,193,183
51312052218,dca,109,152
51312057736,gcg,216,216
51312104961,cfe,29,211
51312107254,cdg,283,313
51312119164,dfg,47,40
51312136059,dge,60,207
51312151244,gaa,180,321
51312170652,bfe,107,332
51312190019,dcg,158,114
51312192241,aac,202,193
51312202640,beb,294,84
51312229146,gce,191,193
51312244962,eee,112,150
51312250571,aba,258,125
51312271857,ebc,266,71
51312275048,bcg,268,301
51312278138,gfg,55,161
51312293692,adc,265,120
51312331504,fbg,162,22
51312358875,ccg,215,248
51312365176,bad,39,169
51312368316,ggc,256,229
51312372697,faa,156,180
51312376475,abc,23,307
51312387390,aae,143,114
51312399724,acf,68,231
51312409954,ced,284,89
51312412168,cba,75,180
51312422528,aff,16,80
51312429409,bfb,22,5
51312452335,fbd,195,16
51312467934,eca,70,163
51312474179,gbe,160,9
51312475490,ega,96,194
51312502675,edb,158,259
51312517169,dbd,102,94
51312520279,fef,5,283
51312526225,cec,206,213
51312533063,fca,74,67
51312539211,eaf,237,46
51312550785,afe,171,114
51312579175,cga,205,221
51312595099,ddb,40,225
51312615381,cdf,255,59
51312624620,bec,137,212
51312660160,efa,21,34
51312676442,dbc,261,163
51312693523,fbf,276,242
51312698196,gge,48,118
51312712394,cea,199,197
51312718312,gbd,125,249
51312720896,egc,228,186
51312750164,dfd,98,231
51312764263,dfa,146,121
51312784320,cbg,260,293
51312798800,eab,12,192
51312835584,adb,46,145
51312884589,gcb,270,24
51312885785,cgc,100,229
51312907060,bea,41,121
51312950348,ffd,120,219
51313005211,gga,148,262
51313014393,cbf,22,5
51313019220,fbd,158,15
51313049785,agg,57,195
51313073427,gae,233,210
51313077465,fac,226,113
51313114687,dbb,127,112
51313134405,gdb,11,311
51313149487,ecg,8,67
51313155174,bdf,134,41
51313160852,cbb,136,307
51313164806,afd,56,146
51313182561,ebb,290,36
51313206351,fcf,189,137
51313243021,gbe,112,8
51313259916,fec,72,174
51313267784,aad,179,146
51313294474,abg,23,248
51313315534,edg,55,143
51313316899,eeb,22,196
51313323878,fad,206,18
51313344278,agg,296,181
51313355300,faf,237,18
51313361975,cgb,208,15
51313391379,dgg,26,161
51313391484,ffg,104,57
51313395206,egd,55,144
51313402676,cbd,299,11
51313405523,gfb,111,132
51313413055,dac,55,139
51313420829,ccf,152,147
51313452842,gfa,170,14
51313461066,ace,287,46
51313484203,cec,124,191
51313491820,gef,257,112
51313501386,ggc,173,224
51313503199,egf,158,243
51313505203,dbf,159,139
51313548513,gbg,293,111
51313549869,cag,238,5
51313565507,fcf,92,121
51313576313,adf,219,322
51313584309,dda,289,9
51313585641,gga,211,217
51313587886,dbf,184,130
51313591521,abe,76,19
51313598021,ggf,109,213
51313599120,dae,78,46
51313615588,dag,260,166
51313635853,dgc,224,121
51313637581,agd,221,162
51313652022,gba,136,67
51313667888,acb,189,282
51313680971,fac,39,131
51313693603,dff,11,81
51313693656,deb,32,168
51313694049,bfa,181,256
51313713519,gad,144,228
51313713583,fde,199,77
51313741043,geg,211,215
51313743103,bgc,222,267
51313762560,aea,96,214
51313800155,gbf,97,187
51313818332,dea,195,111
51313827154,gge,51,109
51313838582,fde,17,67
51313866143,fba,227,173
51313875964,fag,297,24
51313908730,aea,28,254
51313911298,bee,294,97
51313916759,ceg,36,259
51313939468,dbb,213,99
51313945098,afg,17,108
51313958525,edg,272,150
51313963166,ddf,131,179
51313967968,dce,103,274
51313974378,bff,166,72
51313981551,cdb,74,119
51313982816,dad,31,272
51313990379,agg,254,199
51313990383,bcc,28,22
51313993589,fbd,196,17
51313996887,bab,240,133
51314008702,cce,216,243
51314012277,ecb,15,290
51314015741,bbf,71,203
51314032873,gcc,267,260
51314070303,dfe,96,262
51314088231,ege,113,265
51314090334,dcg,200,115
51314111147,gee,94,337
51314133341,bbg,13,81
51314137814,caa,34,269
51314179370,fef,278,229
51314184899,cac,64,267
51314239428,eae,39,99
51314266182,abc,142,297
51314272667,bcf,40,92
51314275681,adb,207,130
51314284220,dbe,5,305
51314284810,bdb,134,244
51314304498,fdc,106,5
51314321302,ace,83,51
51314334184,bca,217,57
51314338668,gdf,216,65
51314354808,bfc,92,75
51314356666,edf,286,27
51314358547,ccg,237,257
51314397823,dbg,228,122
51314401135,dec,223,179
51314419595,fag,276,23
51314421357,dfe,165,275
51314427786,cbc,130,208
51314437962,dac,292,140
51314443659,efg,253,52
51314494558,ebe,130,53
51314511245,gda,140,127
51314518906,gdd,282,145
51314523112,caa,76,239
51314536075,gfd,66,114
51314566267,cag,223,5
51314580489,gcf,69,264
51314641005,cef,17,12
51314662462,eeg,263,306
51314703124,gea,265,97
51314730476,dbb,180,86
51314755933,fdd,268,99
51314765100,ece,156,90
51314767949,aag,122,466
51314779150,efc,119,172
51314779152,dcf,263,29
51314785134,acg,44,238
51314813850,acf,101,214
51314820445,ebb,195,40
51314851610,dad,230,263
51314867549,cfb,1,277
51314918061,bef,107,143
51314930588,gfd,104,107
51314941684,dee,42,55
51314942289,feg,97,318
51314944182,deb,221,194
51314945511,gge,295,88
51314948295,bbd,184,212
51314949850,edg,178,141
51314955812,baa,183,348
51314961413,eef,136,45
51314962914,cca,244,92
51314972955,bbf,42,196
51314976899,cad,207,262
51315017986,efd,120,180
51315063871,faa,78,214
51315095951,ccd,25,47
51315104793,cde,26,179
51315117435,bda,172,123
51315160491,afb,267,50
51315180798,adg,292,152
51315182015,bcd,5,145
51315184239,cgg,160,292
51315189099,deg,240,118
51315221014,aca,64,46
51315229940,ada,254,271
51315248641,dbe,295,344
51315262154,fgg,250,146
51315262734,dfb,276,263
51315271742,fbe,130,39
51315286826,bag,274,112
51315306446,ddg,146,170
51315312095,acb,282,282
51315317262,fga,289,133
51315344929,gbc,298,39
51315351808,fdc,13,5
51315379041,dga,109,144
51315408410,gaa,51,314
51315414705,fea,142,8
51315420718,fad,293,19
51315424945,cfc,125,212
51315426910,fdd,139,116
51315447189,bdb,215,241
51315513725,ddc,29,240
51315522476,gdd,191,152
51315563692,dbf,147,135
51315593201,dea,244,132
51315599206,bdd,144,33
51315602347,daf,227,216
51315627505,fgg,233,134
51315650668,aab,255,239
51315651555,gca,184,215
51315658403,abe,36,17
51315658609,ade,85,254
51315672296,ddg,159,175
51315674747,bga,176,324
51315677550,aff,215,80
51315715573,gcd,231,69
51315716700,cgd,274,113
51315718691,dab,40,16
51315730343,eaa,208,323
51315730558,dge,12,215
51315747673,fcd,133,183
51315770363,gba,216,79
51315773988,def,196,173
51315776193,age,191,125
51315779241,cgg,7,315
51315791260,bed,143,128
51315798990,fec,126,189
51315799911,ead,156,50
51315815658,dfd,228,203
51315829155,bfc,73,75
51315844214,fea,260,7
51315898546,bba,47,128
51315953775,cea,231,232
51315955051,cef,35,12
51315959240,gfe,223,218
51315968036,ecd,186,107
51315975768,cae,168,324
51315980871,bgf,79,74
51315990576,dfg,81,35
51315995988,bgb,191,265
51316000196,eec,125,117
51316064229,abe,119,14
51316097596,bgg,180,105
51316114989,faa,137,231
51316125650,dfa,51,133
51316140808,cdd,197,107
51316154954,daf,87,192
51316173840,eff,175,153
51316211332,add,6,315
51316217130,dgd,93,230
51316242368,fgd,54,178
51316297864,bdd,284,33
51316308140,aad,256,135
51316325895,abd,247,235
51316342922,aee,251,160
51316352766,fea,143,5
51316361799,ada,78,246
51316430930,agg,133,220
51316435571,bdf,133,48
51316482526,gab,89,51
51316496005,edd,83,61
51316514950,fef,74,258
51316518930,eba,271,226
51316528088,ecc,233,71
51316548985,fbc,45,108
51316553931,cda,163,26
51316562446,dba,235,138
51316580804,dcc,197,109
51316589908,ccc,194,209
51316590043,gfb,223,105
51316595696,ece,283,84
51316621174,fge,94,117
51316628359,dgf,256,301
51316633177,ccc,128,206
51316651771,cdc,100,121
51316666599,bbg,232,85
51316673997,cfe,101,211
51316681062,dfc,245,32
51316697459,gea,134,107
51316713663,ddb,148,191
51316719451,gdg,25,114
51316730778,gfa,159,13
51316740411,fbb,207,162
51316751508,bbb,42,81
51316752736,ede,261,208
51316773056,ded,121,36
51316779278,cfb,257,254
51316800242,feb,89,133
51316800736,gbd,3,288
51316854572,cfg,86,35
51316856974,acc,13,189
51316887722,cba,281,171
51316901517,fae,263,65
51316904722,aeg,163,318
51316918011,cfd,243,61
51316937526,bce,260,290
51316942139,ccb,60,143
51316979316,gbg,17,126
51316988928,bba,2,130
51317002359,ada,128,270
51317020353,aae,222,128
51317020606,acg,291,218
51317027896,ebg,39,169
51317030945,dga,189,122
51317062789,bae,113,106
51317070370,fff,118,153
51317075573,cda,292,21
51317076744,deg,135,108
51317080361,beg,126,8
51317084472,fag,123,22
51317100502,gac,5,225
51317101474,cce,268,196
51317122714,aaf,248,355
51317133939,gec,243,5
51317138575,ffc,16,122
51317159761,cfe,143,219
51317183502,gfg,53,173
51317190055,ded,44,37
51317211319,adc,75,127
51317215507,bbf,80,201
51317216098,gec,110,5
51317219055,bde,42,12
51317230487,fda,298,79
51317240670,ged,44,65
51317323270,cdg,206,366
51317325557,afc,16,285
51317334296,ddc,98,242
51317355412,cdd,119,108
51317355621,bbe,164,102
51317361979,ecd,146,99
